genes	Diff1	Diff2
CLEC12A	1.288922224	1.288922224
CLEC12B	-0.076898644	-0.076898644
CLEC14A	0.353857491	0.353857491
CLEC16A	-0.06182843	-0.06182843
CLEC18A	0.018673883	0.018673883
CLEC1A	0.25462724	0.25462724
CLEC1B	0.024453939	0.024453939
CLEC2D	1.732946034	1.732946034
CLEC2L	-0.458556966	-0.458556966
CLEC3B	3.136303374	3.136303374
CLEC4A	1.341673741	1.341673741
CLEC4C	1.423358416	1.423358416
CLEC4D	1.280955695	1.280955695
CLEC4E	0.62128285	0.62128285
CLEC4G	0.059206978	0.059206978
CLEC6A	0.895049274	0.895049274
CLEC5A	1.155819736	1.155819736
CLEC7A	1.088458347	1.088458347
CLEC9A	0.859538744	0.859538744
CLGN	0.204623207	0.204623207
CLHC1	0.179673472	0.179673472
CLIC1	0.315787758	0.315787758
CLIC3	-0.24550669	-0.24550669
CLIC4	0.197412995	0.197412995
CLIC5	0.348238867	0.348238867
CLIC6	-0.038498328	-0.038498328
CLINT1	-0.17193675	-0.17193675
CLIP1	5.01E-05	5.01E-05
CLIP2	-0.136272106	-0.136272106
CLIP3	0.292699533	0.292699533
CLIP4	0.709693177	0.709693177
CLK1	0.354201342	0.354201342
CLK2	-0.219888781	-0.219888781
CLK3	0.159018706	0.159018706
CLK4	0.023021087	0.023021087
CLMN	-0.204705733	-0.204705733
CLMP	0.930319842	0.930319842
CLN3	0.329386529	0.329386529
CLN5	0.018192948	0.018192948
CLN6	-0.050158297	-0.050158297
CLN8	0.032134176	0.032134176
CLNK	0.151096286	0.151096286
CLNS1A	-0.172548877	-0.172548877
CLOCK	-0.183726694	-0.183726694
CLP1	0.136611154	0.136611154
CLPB	-0.265688518	-0.265688518
CLPP	-0.214786881	-0.214786881
CLPTM1	-0.085760174	-0.085760174
CLPTM1L	-0.156554538	-0.156554538
CLPX	-0.105620156	-0.105620156
CLRN1	-0.014010711	-0.014010711
CLRN3	0.068055337	0.068055337
CLSPN	-0.332248229	-0.332248229
CLSTN1	-0.435398849	-0.435398849
CLSTN2	-0.061159299	-0.061159299
CLSTN3	-0.217819918	-0.217819918
CLTA	0.180330385	0.180330385
CLTB	-0.158734867	-0.158734867
CLTC	-0.040503581	-0.040503581
CLTRN	0.031082034	0.031082034
CLU	0.190597725	0.190597725
CLUAP1	-0.032814297	-0.032814297
CLUH	-0.271804023	-0.271804023
CLVS1	-0.656257464	-0.656257464
CLVS2	0.037639919	0.037639919
CLYBL	0.356260579	0.356260579
CMA1	1.234236281	1.234236281
CMAHP	0.811090393	0.811090393
CMAS	0.025483754	0.025483754
CMBL	-0.183472641	-0.183472641
CMC1	0.111365497	0.111365497
CMC2	-0.482145666	-0.482145666
CMC4	0.023324208	0.023324208
CMIP	-0.054634667	-0.054634667
CMKLR1	0.504209338	0.504209338
CMKLR2	0.083811047	0.083811047
CMPK1	0.241872447	0.241872447
CMPK2	0.877715554	0.877715554
CMSS1	-0.131889643	-0.131889643
CMTM1	0.132229349	0.132229349
CMTM2	0.014720998	0.014720998
CMTM3	0.257438392	0.257438392
CMTM4	-0.16120318	-0.16120318
CMTM5	-0.294975154	-0.294975154
CMTM6	0.291014089	0.291014089
CMTM7	0.167272424	0.167272424
CMTM8	-0.532078085	-0.532078085
CMTR1	0.006957982	0.006957982
CMTR2	-0.114263053	-0.114263053
CMYA5	0.046689291	0.046689291
CNBD2	0.393888432	0.393888432
CNBP	-0.193682323	-0.193682323
CNDP1	0.041453408	0.041453408
CNDP2	0.492616194	0.492616194
CNEP1R1	0.137710353	0.137710353
CNFN	-0.643237283	-0.643237283
CNGA2	0.005330542	0.005330542
CNGA3	0.030672744	0.030672744
CNGA4	0.009487268	0.009487268
CNGB1	0.362452698	0.362452698
CNGB3	-0.01346355	-0.01346355
CNIH1	0.028171204	0.028171204
CNIH2	0.055246344	0.055246344
CNIH3	-0.018861176	-0.018861176
CNIH4	0.016627853	0.016627853
CNKSR1	-0.183905001	-0.183905001
CNKSR2	-0.292954008	-0.292954008
CNKSR3	-0.383226916	-0.383226916
CNMD	-0.138510177	-0.138510177
CNN1	-0.414043739	-0.414043739
CNN2	0.270466668	0.270466668
CNN3	-0.092953183	-0.092953183
CNNM1	-0.458119949	-0.458119949
CNNM2	-0.224182008	-0.224182008
CNNM3	-0.071070203	-0.071070203
CNNM4	-0.167621379	-0.167621379
CNOT1	-0.246538931	-0.246538931
CNOT10	-0.196898573	-0.196898573
CNOT11	-0.076870058	-0.076870058
CNOT2	-0.22041625	-0.22041625
CNOT3	-0.054114346	-0.054114346
CNOT4	0.052370603	0.052370603
CNOT6	-0.279878618	-0.279878618
CNOT6L	-0.455349588	-0.455349588
CNOT7	-0.069045657	-0.069045657
CNOT8	0.073977668	0.073977668
CNOT9	-0.239947336	-0.239947336
CNP	0.208053995	0.208053995
CNPPD1	0.083712803	0.083712803
CNPY1	0.046490302	0.046490302
CNPY2	0.132157311	0.132157311
CNPY3	-0.295287777	-0.295287777
CNPY4	-0.037690769	-0.037690769
CNR1	-0.023394643	-0.023394643
CNR2	0.361577238	0.361577238
CNRIP1	0.516917644	0.516917644
CNST	-0.198238548	-0.198238548
CNTD1	0.030919842	0.030919842
CNTF	0.411354712	0.411354712
CNTFR	-0.65275031	-0.65275031
CNTLN	0.031002706	0.031002706
CNTN1	-0.082670289	-0.082670289
CNTN2	0.003450688	0.003450688
CNTN3	-0.010643635	-0.010643635
CNTN4	-0.010580882	-0.010580882
CNTN6	0.112641592	0.112641592
CNTNAP1	-0.088357319	-0.088357319
CNTNAP2	-0.041380524	-0.041380524
CNTNAP5	-0.005934227	-0.005934227
CNTRL	-0.242943925	-0.242943925
CNTROB	-0.149185497	-0.149185497
COA3	0.007348081	0.007348081
COA4	0.242492942	0.242492942
COA5	0.034367808	0.034367808
COA6	-0.161007729	-0.161007729
COA7	-0.306074909	-0.306074909
COA8	-0.000179109	-0.000179109
COASY	0.013754516	0.013754516
COBL	-0.229488791	-0.229488791
COBLL1	-0.109247793	-0.109247793
COCH	0.107008579	0.107008579
COG1	0.1522541	0.1522541
COG2	-0.098080644	-0.098080644
COG3	-0.048979282	-0.048979282
COG4	0.001018667	0.001018667
COG5	-0.03106429	-0.03106429
COG6	-0.005235064	-0.005235064
COG7	-0.014289598	-0.014289598
COG8	0.028132621	0.028132621
COIL	-0.067482459	-0.067482459
COL10A1	0.172853163	0.172853163
COL11A1	-0.19328653	-0.19328653
COL11A2	-0.187285007	-0.187285007
COL12A1	0.400934262	0.400934262
COL13A1	-0.006588025	-0.006588025
COL14A1	1.12079634	1.12079634
COL15A1	0.144421028	0.144421028
COL16A1	-0.293947574	-0.293947574
COL17A1	-0.061175633	-0.061175633
COL18A1	-0.140939185	-0.140939185
COL19A1	-0.120857409	-0.120857409
COL1A1	1.453955579	1.453955579
COL1A2	1.46627218	1.46627218
COL20A1	-0.113554616	-0.113554616
COL22A1	-0.000609923	-0.000609923
COL23A1	-0.049381432	-0.049381432
COL24A1	-0.264207273	-0.264207273
COL25A1	0.063010333	0.063010333
COL26A1	0.024539998	0.024539998
COL27A1	-0.127919983	-0.127919983
COL28A1	-0.093148333	-0.093148333
COL2A1	-0.058004756	-0.058004756
COL3A1	1.979893859	1.979893859
COL4A1	-0.274660752	-0.274660752
COL4A2	-0.225914008	-0.225914008
COL4A3	0.069956945	0.069956945
COL4A4	-0.222532096	-0.222532096
COL4A5	-0.086172965	-0.086172965
COL4A6	0.074405139	0.074405139
COL5A1	1.027420543	1.027420543
COL5A2	0.938099705	0.938099705
COL5A3	0.427969244	0.427969244
COL6A1	0.721962073	0.721962073
COL6A2	0.776125236	0.776125236
COL6A3	0.640812397	0.640812397
COL6A5	0.576716559	0.576716559
COL6A6	0.21208097	0.21208097
COL7A1	0.348895406	0.348895406
COL8A1	-0.296353984	-0.296353984
COL8A2	-0.337403077	-0.337403077
COL9A1	-0.261753309	-0.261753309
COL9A2	-0.171561062	-0.171561062
COL9A3	0.131962183	0.131962183
COLEC10	-0.0022883	-0.0022883
COLEC11	0.103744455	0.103744455
COLEC12	1.026800548	1.026800548
COLGALT1	-0.044609917	-0.044609917
COLGALT2	-0.036991496	-0.036991496
COLQ	0.000947176	0.000947176
COMMD1	0.01578994	0.01578994
COMMD10	-0.021159293	-0.021159293
COMMD2	-0.120959717	-0.120959717
COMMD3	0.105637831	0.105637831
COMMD4	-0.008094268	-0.008094268
COMMD5	0.037749887	0.037749887
COMMD6	-0.050938363	-0.050938363
COMMD7	0.070889412	0.070889412
COMMD8	-0.039268727	-0.039268727
COMMD9	0.165759537	0.165759537
COMP	-0.233514569	-0.233514569
COMT	-0.039811773	-0.039811773
COMTD1	0.104804468	0.104804468
COP1	-0.071458246	-0.071458246
COPA	-0.101268019	-0.101268019
COPB1	-0.038486907	-0.038486907
COPB2	-0.174118991	-0.174118991
COPE	-0.119562784	-0.119562784
COPG1	-0.212697621	-0.212697621
COPG2	-0.038647825	-0.038647825
COPRS	-0.36952005	-0.36952005
COPS2	-0.154717881	-0.154717881
COPS3	-0.073257491	-0.073257491
COPS4	-0.17799221	-0.17799221
COPS5	-0.057734057	-0.057734057
COPS6	-0.011899913	-0.011899913
COPS7A	-0.041908015	-0.041908015
COPS7B	-0.03358329	-0.03358329
COPS8	-0.065373806	-0.065373806
COPS9	0.008802074	0.008802074
COPZ1	0.017938527	0.017938527
COPZ2	0.106640597	0.106640597
COQ10A	0.025045926	0.025045926
COQ10B	0.238868637	0.238868637
COQ2	-0.129451605	-0.129451605
COQ3	-0.093233952	-0.093233952
COQ4	-0.070028004	-0.070028004
COQ5	-0.12383041	-0.12383041
COQ6	-0.206764245	-0.206764245
COQ7	-0.263319855	-0.263319855
COQ8A	-0.097149964	-0.097149964
COQ8B	-0.004466471	-0.004466471
COQ9	0.145511256	0.145511256
CORIN	-0.032883335	-0.032883335
CORO1A	1.205989913	1.205989913
CORO1B	0.219929574	0.219929574
CORO1C	-0.297213615	-0.297213615
CORO2A	0.819013682	0.819013682
CORO2B	0.128131735	0.128131735
CORO6	-0.055103245	-0.055103245
CORO7	-0.346568196	-0.346568196
CORT	-0.022575128	-0.022575128
COTL1	0.083888949	0.083888949
COX10	-0.208449136	-0.208449136
COX11	-0.016536224	-0.016536224
COX14	0.01876267	0.01876267
COX15	-0.044238656	-0.044238656
COX16	-0.070348473	-0.070348473
COX17	0.147454845	0.147454845
COX18	0.087508267	0.087508267
COX19	-0.112626987	-0.112626987
COX20	0.173789784	0.173789784
COX4I1	0.03005383	0.03005383
COX4I2	0.851031456	0.851031456
COX5A	0.154043761	0.154043761
COX5B	-0.159614444	-0.159614444
COX6A1	0.067262373	0.067262373
COX6A2	0.031841914	0.031841914
COX6B1	0.00025232	0.00025232
COX6B2	0.194680761	0.194680761
COX6C	0.172240446	0.172240446
COX7A1	-0.118491193	-0.118491193
COX7A2	0.151956261	0.151956261
COX7A2L	0.078584749	0.078584749
COX7B	0.119347628	0.119347628
COX7C	0.147991442	0.147991442
COX8A	-0.138543979	-0.138543979
COX8BP	0.232313927	0.232313927
CP	0.641742712	0.641742712
CPA1	-0.046547643	-0.046547643
CPA2	-0.188943176	-0.188943176
CPA3	0.899661669	0.899661669
CPA4	0.087602839	0.087602839
CPA5	-0.057471416	-0.057471416
CPA6	0.093750879	0.093750879
CPD	-0.151937767	-0.151937767
CPE	0.212475287	0.212475287
CPEB1	0.053393553	0.053393553
CPEB2	0.146071483	0.146071483
CPEB3	0.058217398	0.058217398
CPEB4	-0.140735335	-0.140735335
CPED1	0.550021325	0.550021325
CPHXL	-0.082037753	-0.082037753
CPLANE1	-0.258725118	-0.258725118
CPLANE2	-0.242778379	-0.242778379
CPLX1	-0.020721356	-0.020721356
CPLX2	0.000910643	0.000910643
CPLX3	0.007487975	0.007487975
CPLX4	-0.100847807	-0.100847807
CPM	-0.159724425	-0.159724425
CPN1	-0.037794789	-0.037794789
CPN2	-0.06333108	-0.06333108
CPNE1	0.090493966	0.090493966
CPNE2	-0.076696795	-0.076696795
CPNE3	0.073914748	0.073914748
CPNE4	-0.035099346	-0.035099346
CPNE5	-0.071501152	-0.071501152
CPNE7	-0.097050178	-0.097050178
CPNE8	0.308017427	0.308017427
CPNE9	-0.066473582	-0.066473582
CPOX	0.005974999	0.005974999
CPPED1	0.025338054	0.025338054
CPQ	0.733416804	0.733416804
CPS1	0.045022061	0.045022061
CPSF1	-0.116774802	-0.116774802
CPSF2	-0.183978205	-0.183978205
CPSF3	-0.20310434	-0.20310434
CPSF4	-0.308322845	-0.308322845
CPSF4L	-0.053506645	-0.053506645
CPSF6	-0.121738146	-0.121738146
CPSF7	-0.074455179	-0.074455179
CPT1A	0.096685547	0.096685547
CPT1B	-0.060087054	-0.060087054
CPT1C	0.009570914	0.009570914
CPT2	0.151541357	0.151541357
CPTP	0.106332891	0.106332891
CPXM1	1.80609333	1.80609333
CPXM2	-0.19747883	-0.19747883
CPZ	0.155799124	0.155799124
CR1L	0.105028907	0.105028907
CR2	0.141487015	0.141487015
CRABP1	1.183109674	1.183109674
CRABP2	0.141172458	0.141172458
CRACD	-1.188369042	-1.188369042
CRACDL	-0.063791061	-0.063791061
CRACR2A	-0.282892197	-0.282892197
CRACR2B	-0.070451382	-0.070451382
CRADD	0.261423326	0.261423326
CRAMP1	-0.280864274	-0.280864274
CRAT	-0.069746398	-0.069746398
CRB1	0.002380763	0.002380763
CRB2	-0.135062612	-0.135062612
CRB3	-0.093441468	-0.093441468
CRBN	0.025852955	0.025852955
CRCP	-0.002182376	-0.002182376
CRCT1	-0.544468337	-0.544468337
CREB1	-0.315709649	-0.315709649
CREB3	0.181056623	0.181056623
CREB3L1	0.71694565	0.71694565
CREB3L2	-0.218657558	-0.218657558
CREB3L3	0.474248399	0.474248399
CREB3L4	-0.226272285	-0.226272285
CREB5	0.370641767	0.370641767
CREBBP	-0.259037288	-0.259037288
CREBL2	0.222196112	0.222196112
CREBRF	-0.10625068	-0.10625068
CREBZF	0.284803549	0.284803549
CREG1	0.291970064	0.291970064
CREG2	0.101117073	0.101117073
CRELD1	0.131011793	0.131011793
CRELD2	-0.289109617	-0.289109617
CREM	0.497476177	0.497476177
CRHBP	0.067709921	0.067709921
CRHR1	-0.051382867	-0.051382867
CRHR2	0.052725642	0.052725642
CRIM1	-0.059503019	-0.059503019
CRIP1	0.452321435	0.452321435
CRIP2	-0.35887729	-0.35887729
CRIP3	-0.141001743	-0.141001743
CRIPT	0.130625962	0.130625962
CRISP3	-0.167789504	-0.167789504
CRISP2	0.16498114	0.16498114
CRISPLD1	0.122201918	0.122201918
CRISPLD2	0.010503785	0.010503785
CRK	0.029407285	0.029407285
CRKL	-0.104826086	-0.104826086
CRLF1	-0.169306901	-0.169306901
CRLF2	0.699474769	0.699474769
CRLF3	0.037329453	0.037329453
CRLS1	0.029125865	0.029125865
CRMP1	-0.441892453	-0.441892453
CRNKL1	-0.072205624	-0.072205624
CRNN	-0.131920953	-0.131920953
CROCC	-0.292108868	-0.292108868
CROCC2	0.219694023	0.219694023
CROT	0.142373516	0.142373516
CRP	0.022999134	0.022999134
CRPPA	0.146025431	0.146025431
CRTAC1	-0.019927981	-0.019927981
CRTAM	-0.00761171	-0.00761171
CRTAP	-0.034751086	-0.034751086
CRTC1	-0.253101457	-0.253101457
CRTC2	-0.1695088	-0.1695088
CRTC3	-0.213198239	-0.213198239
CRY1	-0.353391013	-0.353391013
CRY2	-0.457022943	-0.457022943
CRYAA	0.032446902	0.032446902
CRYAB	0.29312285	0.29312285
CRYBA4	0.437126991	0.437126991
CRYBB1	0.059128374	0.059128374
CRYBB3	0.575832161	0.575832161
CRYBG1	0.695261854	0.695261854
CRYBG2	0.657961155	0.657961155
CRYBG3	0.259469	0.259469
CRYGN	-0.774697955	-0.774697955
CRYGS	0.028313566	0.028313566
CRYL1	-0.194395209	-0.194395209
CRYM	-0.11349894	-0.11349894
CRYZ	-0.063048411	-0.063048411
CRYZL1	-0.211845539	-0.211845539
CRYZL2P	0.205091014	0.205091014
CS	-0.14839537	-0.14839537
CSAD	0.119074524	0.119074524
CSDC2	0.105989799	0.105989799
CSDE1	-0.03102141	-0.03102141
CSE1L	-0.225836961	-0.225836961
CSF1	0.734390689	0.734390689
CSF1R	1.040513497	1.040513497
CSF2	0.208586315	0.208586315
CSF2RA	0.503984845	0.503984845
CSF2RB	0.763415159	0.763415159
CSF3	0.250153145	0.250153145
CSF3R	0.802807772	0.802807772
CSGALNACT1	0.335247408	0.335247408
CSGALNACT2	0.180352598	0.180352598
CSK	-0.051999606	-0.051999606
CSMD1	0.01913061	0.01913061
CSMD2	0.017734025	0.017734025
CSMD3	-0.065387816	-0.065387816
CSN2	-0.027543168	-0.027543168
CSN3	-0.177118101	-0.177118101
CSNK1A1	-0.043074701	-0.043074701
CSNK1D	-0.063528121	-0.063528121
CSNK1E	-0.488649891	-0.488649891
CSNK1G1	-0.147508274	-0.147508274
CSNK1G2	-0.275645616	-0.275645616
CSNK1G3	-0.036046906	-0.036046906
CSNK2A1	-0.100393003	-0.100393003
CSNK2A2	-0.344030721	-0.344030721
CSNK2B	-0.022629648	-0.022629648
CSNKA2IP	-0.075502843	-0.075502843
CSPG4	-0.316597048	-0.316597048
CSPG4BP	0.048294328	0.048294328
CSPG5	-0.242832863	-0.242832863
CSPP1	-0.426584779	-0.426584779
CSRNP1	0.555415809	0.555415809
CSRNP2	-0.142286332	-0.142286332
CSRNP3	-0.004761525	-0.004761525
CSRP1	0.141161752	0.141161752
CSRP2	-0.073627714	-0.073627714
CSRP3	-1.541343981	-1.541343981
CST3	0.671655218	0.671655218
CST6	-0.130809972	-0.130809972
CST7	1.064299512	1.064299512
CSTA	1.049500772	1.049500772
CSTB	0.448273925	0.448273925
CSTF1	-0.204653683	-0.204653683
CSTF2	-0.256521524	-0.256521524
CSTF2T	-0.079605953	-0.079605953
CSTF3	-0.233526744	-0.233526744
CSTPP1	0.217433615	0.217433615
CT55	-0.169162643	-0.169162643
CTBP1	-0.092153616	-0.092153616
CTBP2	-0.2197877	-0.2197877
CTBS	0.337719591	0.337719591
CTC1	-0.1311446	-0.1311446
CTCF	-0.177059423	-0.177059423
CTCFL	0.042185184	0.042185184
CTDNEP1	0.008044973	0.008044973
CTDP1	-0.26685917	-0.26685917
CTDSP1	-0.066504138	-0.066504138
CTDSP2	0.003112065	0.003112065
CTDSPL	-0.386606991	-0.386606991
CTDSPL2	-0.230776006	-0.230776006
CTF1	0.517903175	0.517903175
CTF2P	-0.044453748	-0.044453748
CTH	-0.414486909	-0.414486909
CTHRC1	1.846173566	1.846173566
CTIF	-0.106784882	-0.106784882
CTLA4	0.179135563	0.179135563
CTNNA1	-0.095814643	-0.095814643
CTNNA2	0.01718794	0.01718794
CTNNA3	-0.012730922	-0.012730922
CTNNAL1	-0.004385986	-0.004385986
CTNNB1	-0.036590225	-0.036590225
CTNNBIP1	-0.413421613	-0.413421613
CTNNBL1	-0.19114305	-0.19114305
CTNND1	-0.150317059	-0.150317059
CTNND2	0.224354883	0.224354883
CTNS	-0.035608486	-0.035608486
CTPS1	-0.301044818	-0.301044818
CTPS2	0.033149693	0.033149693
CTR9	-0.082176941	-0.082176941
CTRL	0.499748654	0.499748654
CTSA	0.407055885	0.407055885
CTSB	0.713353561	0.713353561
CTSC	0.85790264	0.85790264
CTSD	0.260568427	0.260568427
CTSE	0.030193037	0.030193037
CTSF	0.565343096	0.565343096
CTSG	0.044080693	0.044080693
CTSH	1.172228164	1.172228164
CTSK	0.766852418	0.766852418
CTSL	0.683678846	0.683678846
CTSO	0.735240537	0.735240537
CTSS	1.502719732	1.502719732
CTSW	0.801845715	0.801845715
CTSZ	0.112169118	0.112169118
CTTN	-0.139999216	-0.139999216
CTTNBP2	-0.132782659	-0.132782659
CTTNBP2NL	-0.031283934	-0.031283934
CTU1	-0.034626303	-0.034626303
CTU2	-0.48763762	-0.48763762
CTXN1	-0.190656162	-0.190656162
CTXN3	0.246147639	0.246147639
CTXND1	-0.356632696	-0.356632696
CUBN	-0.542074965	-0.542074965
CUEDC1	-0.082501204	-0.082501204
CUEDC2	-0.263611785	-0.263611785
CUL1	-0.120253949	-0.120253949
CUL2	0.264933026	0.264933026
CUL3	-0.119734346	-0.119734346
CUL4A	0.009006664	0.009006664
CUL4B	-0.081866542	-0.081866542
CUL5	-0.1513164	-0.1513164
CUL7	-0.081797143	-0.081797143
CUL9	0.073032283	0.073032283
CUTA	-0.047575556	-0.047575556
CUTALP	-0.062444453	-0.062444453
CUTC	-0.051322742	-0.051322742
CUX1	-0.149025602	-0.149025602
CUX2	-0.003112329	-0.003112329
CUZD1	-0.016491846	-0.016491846
CWC15	-0.03307699	-0.03307699
CWC22	-0.173875836	-0.173875836
CWC25	0.1266432	0.1266432
CWC27	-0.194398739	-0.194398739
CWF19L1	-0.216202332	-0.216202332
CWF19L2	-0.073946978	-0.073946978
CWH43	0.149803674	0.149803674
CX3CL1	0.069148655	0.069148655
CX3CR1	0.334180538	0.334180538
CXADR	0.187779958	0.187779958
CXCL1	0.608376174	0.608376174
CXCL10	0.655333683	0.655333683
CXCL11	0.155013165	0.155013165
CXCL12	1.944871714	1.944871714
CXCL13	1.333401787	1.333401787
CXCL14	0.288000268	0.288000268
CXCL16	1.125642533	1.125642533
CXCL2	0.397655906	0.397655906
CXCL3	0.681025667	0.681025667
CXCL5	1.62672883	1.62672883
CXCL9	0.99732356	0.99732356
CXCR1	0.154244128	0.154244128
CXCR2	0.12647219	0.12647219
CXCR3	-0.266846162	-0.266846162
CXCR4	0.375504308	0.375504308
CXCR5	0.048580704	0.048580704
CXCR6	1.310814463	1.310814463
CXXC1	-0.115775025	-0.115775025
CXXC4	-0.000575051	-0.000575051
CXXC5	0.333929414	0.333929414
CYB561	0.301001019	0.301001019
CYB561A3	0.399040255	0.399040255
CYB561D1	0.062429927	0.062429927
CYB561D2	-0.169550847	-0.169550847
CYB5A	-0.050510453	-0.050510453
CYB5B	-0.266210374	-0.266210374
CYB5D1	-0.186538605	-0.186538605
CYB5D2	0.128318893	0.128318893
CYB5R1	0.009835671	0.009835671
CYB5R2	-0.111880575	-0.111880575
CYB5R3	-0.014427258	-0.014427258
CYB5R4	0.06820848	0.06820848
CYB5RL	-0.429154786	-0.429154786
CYBA	0.752566524	0.752566524
CYBB	1.380233074	1.380233074
CYBC1	0.27758322	0.27758322
CYBRD1	0.074471734	0.074471734
CYC1	-0.058721551	-0.058721551
CYCS	-0.026961939	-0.026961939
CYCTP	-0.04361699	-0.04361699
CYFIP1	-0.068961249	-0.068961249
CYFIP2	-0.107869013	-0.107869013
CYGB	0.468310738	0.468310738
ZFTRAF1	-0.255963629	-0.255963629
CYLD	0.265552022	0.265552022
CYP11A1	-0.024581407	-0.024581407
CYP17A1	-0.141712827	-0.141712827
CYP1A1	-0.052120841	-0.052120841
CYP1B1	0.361818381	0.361818381
CYP20A1	-0.19474234	-0.19474234
CYP26A1	0.538012745	0.538012745
CYP26B1	0.129006195	0.129006195
CYP26C1	0.060698178	0.060698178
CYP27A1	1.030547792	1.030547792
CYP27B1	-0.261476657	-0.261476657
CYP2AB1P	0.272011476	0.272011476
CYP2B6	0.136573768	0.136573768
CYP2C18	-0.011731555	-0.011731555
CYP2E1	0.130721484	0.130721484
CYP2G1P	-0.162041529	-0.162041529
CYP2J2	-0.140369992	-0.140369992
CYP2R1	0.329510474	0.329510474
CYP2S1	0.025176851	0.025176851
CYP2U1	-0.141607312	-0.141607312
CYP2W1	0.070699647	0.070699647
CYP39A1	0.038010936	0.038010936
CYP3A5	0.08626402	0.08626402
CYP3A43	-0.088901051	-0.088901051
CYP46A1	0.094214318	0.094214318
CYP4A11	-0.036050508	-0.036050508
CYP4B1	0.504848164	0.504848164
CYP4F3	-0.048994421	-0.048994421
CYP4F22	-0.100968152	-0.100968152
CYP4F11	-0.011731555	-0.011731555
CYP4V2	0.529495342	0.529495342
CYP51A1	-0.301148003	-0.301148003
CYP7A1	-0.007337528	-0.007337528
CYP7B1	1.131373711	1.131373711
CYP8B1	-0.027632767	-0.027632767
CYREN	0.085118626	0.085118626
CYRIA	0.175510799	0.175510799
CYRIB	-0.028380341	-0.028380341
CYS1	0.193456289	0.193456289
CYSLTR1	1.113224543	1.113224543
CYSLTR2	0.846544984	0.846544984
CYSRT1	-0.275034238	-0.275034238
CYSTM1	0.21620196	0.21620196
CYTH1	0.0775835	0.0775835
CYTH2	-0.233572324	-0.233572324
CYTH3	-0.059467428	-0.059467428
CYTH4	1.202945644	1.202945644
CYTIP	0.393350931	0.393350931
